payment_id,method,amount,payment_date,payment_status,transaction_id
928,online,677.77,8/17/2023 4:42,failed,81797
935,debit_card,2765.23,3/13/2023 9:00,completed,83681
942,cash,4627.92,5/17/2023 12:15,refunded,26924
947,cash,3408.99,8/31/2023 4:15,completed,5486
955,insurance,3529.22,9/17/2023 22:54,failed,92090
959,online,4550.96,4/8/2023 17:53,completed,36634
963,cash,1329.14,7/6/2023 4:35,completed,86816
994,debit_card,3894.85,3/9/2023 7:41,failed,5909
996,credit_card,289.69,3/12/2023 16:10,completed,82329
1035,credit_card,1509.99,10/29/2023 0:42,failed,69178
1042,online,4655.35,3/7/2023 5:53,pending,45844
1044,online,3824.77,5/15/2023 6:52,refunded,38219
1047,cash,2510.01,6/23/2023 9:55,completed,5614
1050,debit_card,1492.63,8/16/2023 1:54,refunded,77039
1052,credit_card,4357.48,6/8/2023 2:17,pending,36991
1063,credit_card,2966.72,11/19/2023 7:34,pending,68103
1084,online,3037.41,4/7/2023 2:49,completed,63780
1098,debit_card,1110.81,1/4/2023 21:13,failed,24225
1103,online,2684.07,1/5/2023 7:15,completed,27623
1105,cash,2986.94,2/7/2023 20:22,pending,76395
1110,cash,1985.01,8/11/2023 3:44,failed,21511
1118,insurance,2268.29,4/21/2023 0:54,failed,79235
1129,cash,1935.51,6/11/2023 2:25,completed,10871
1136,cash,4558.44,12/1/2023 22:37,completed,6914
1157,credit_card,1394.98,4/25/2023 9:28,failed,89366
1162,debit_card,2296.44,6/19/2023 18:48,failed,47018
1166,online,3668.8,6/22/2023 13:42,failed,84852
1170,online,853.71,12/19/2023 15:44,pending,76162
1183,insurance,624.31,10/6/2023 2:16,pending,96753
1204,credit_card,2165.93,7/15/2023 22:31,pending,60372
1213,debit_card,3452.92,4/19/2023 0:25,completed,57079
1217,cash,2078.07,1/3/2023 22:26,completed,45032
1221,insurance,2022.13,2/19/2023 14:38,refunded,17621
1244,debit_card,3619.42,9/7/2023 22:38,pending,93483
1246,online,3041.17,1/23/2023 5:23,refunded,98539
1256,insurance,3961.29,6/26/2023 9:32,refunded,25575
1275,credit_card,1287.8,8/5/2023 5:13,completed,62105
1290,cash,704.95,1/11/2023 16:14,refunded,8716
1294,online,4608.58,10/16/2023 9:50,failed,21845
1299,insurance,1886.55,4/29/2023 21:45,completed,22400
1330,insurance,630.52,7/8/2023 1:15,failed,25042
1337,insurance,2135.37,9/3/2023 0:25,pending,96432
1340,cash,2116.39,6/1/2023 9:11,pending,54216
1349,online,4279.94,9/6/2023 21:53,completed,77781
1353,online,3048.58,11/10/2023 2:32,failed,89537
1356,insurance,3412.57,10/22/2023 10:14,completed,23275
1362,insurance,1438.55,2/20/2023 11:59,refunded,42317
1364,online,4195.56,10/27/2023 21:52,completed,28741
1386,credit_card,3899.15,2/27/2023 11:29,pending,54746
1394,insurance,4467.05,3/16/2023 14:09,completed,21531
1398,debit_card,3660.51,3/13/2023 6:49,pending,47315
1399,debit_card,3750.82,9/25/2023 9:49,pending,2518
1401,cash,642.31,12/17/2023 5:29,completed,55572
1403,insurance,2756.23,3/15/2023 10:06,pending,86099
1411,cash,4793.6,8/20/2023 18:42,failed,68238
1412,cash,2218.5,3/2/2023 5:52,pending,38459
1428,insurance,4650.06,9/18/2023 21:59,pending,28019
1487,cash,4029.09,3/1/2023 15:14,refunded,45443
1488,online,1606.8,11/20/2023 1:16,refunded,2970
1498,debit_card,1610.12,4/6/2023 4:55,completed,47127
1504,cash,4646.2,9/5/2023 14:57,failed,15014
1522,cash,919.3,2/25/2023 16:09,completed,44304
1545,cash,2177.25,8/8/2023 14:22,refunded,49528
1548,insurance,4172.83,1/14/2023 0:26,refunded,91751
1567,credit_card,2162.23,5/30/2023 16:40,completed,68847
1577,debit_card,2675.58,1/25/2023 21:39,completed,26667
1582,cash,446.65,3/27/2023 10:38,pending,13441
1584,online,4172.75,12/23/2023 10:45,refunded,421
1587,insurance,4227.19,12/14/2023 2:17,refunded,25492
1599,debit_card,2992.82,11/2/2023 18:02,completed,29933
1600,cash,4879.44,6/16/2023 22:42,refunded,65358
1603,debit_card,2882.28,5/28/2023 3:28,completed,6919
1617,insurance,3344.49,2/12/2023 11:45,completed,12098
1619,cash,2114.33,4/20/2023 14:28,failed,32382
1647,online,706.21,5/5/2023 20:01,completed,41896
1653,insurance,4633.56,2/14/2023 9:27,failed,93674
1658,debit_card,4302.23,11/6/2023 5:53,refunded,64251
1660,debit_card,949.92,9/15/2023 16:13,completed,91946
1668,online,4109.32,1/19/2023 20:47,completed,64250
1673,online,1874.48,7/10/2023 6:34,refunded,3312
1694,debit_card,890.23,2/6/2023 19:28,completed,63641
1699,cash,2472.96,9/28/2023 16:42,failed,26619
1709,debit_card,2721.2,11/26/2023 9:58,pending,51509
1719,online,1186.89,3/30/2023 22:57,completed,49452
1739,debit_card,4752.43,7/29/2023 22:34,pending,86063
1742,cash,972.3,3/26/2023 16:02,pending,80786
1743,online,2071.5,3/4/2023 12:16,completed,62537
1800,online,4027.72,5/5/2023 22:49,refunded,14585
1823,credit_card,1874.62,2/4/2023 19:38,completed,24167
1824,cash,3733.1,4/7/2023 6:18,completed,16199
1828,insurance,2643.78,6/8/2023 2:45,failed,86739
1832,cash,2405.03,7/12/2023 11:56,pending,93822
1850,debit_card,2814.65,9/19/2023 13:32,completed,57037
1857,credit_card,2940.27,12/9/2023 8:36,pending,52844
1859,online,2253.87,2/24/2023 18:49,completed,60117
1865,debit_card,2976.22,9/1/2023 10:09,completed,8487
1883,debit_card,3509.43,5/15/2023 18:33,failed,47683
1885,online,3006.32,12/4/2023 3:32,completed,98384
1908,debit_card,4188.32,5/3/2023 17:03,completed,25185
1909,debit_card,4215.28,2/24/2023 8:57,failed,58599
1921,cash,1788.47,1/25/2023 9:16,failed,34617
1930,online,1854.39,7/28/2023 8:51,failed,60690
1934,debit_card,2291.55,12/19/2023 17:09,pending,98771
1943,online,3417.88,6/22/2023 17:48,completed,76050
1951,debit_card,39.01,5/20/2023 18:01,refunded,78026
1954,credit_card,1613.22,1/26/2023 21:18,pending,85462
1956,online,2855.36,9/3/2023 5:45,completed,93889
1957,debit_card,4985.72,7/24/2023 11:49,failed,55830
1967,insurance,3108.55,12/3/2023 20:36,pending,54138
1996,online,2493.78,9/26/2023 8:25,pending,4187
2011,debit_card,505.78,9/20/2023 23:16,failed,53736
2021,cash,1821.46,7/12/2023 4:12,failed,56813
2027,cash,16.43,4/26/2023 4:00,pending,29967
2048,online,91.18,11/17/2023 4:25,refunded,10580
2080,cash,4709.67,11/29/2023 16:51,failed,17527
2091,online,4425.84,8/15/2023 8:35,failed,77374
2101,online,3075.36,2/17/2023 17:07,pending,46310
2102,credit_card,1471.32,3/20/2023 11:13,pending,83683
2107,cash,3845.55,1/7/2023 8:34,refunded,93506
2112,online,2695.89,9/4/2023 22:23,refunded,46312
2118,credit_card,315.41,12/13/2023 22:10,completed,16629
2122,cash,802.16,4/20/2023 21:47,refunded,40234
2123,cash,4914.45,7/25/2023 22:04,completed,4205
2132,cash,1984.79,1/26/2023 6:45,completed,12467
2133,debit_card,2706.26,1/23/2023 22:38,refunded,68422
2134,debit_card,403.99,2/15/2023 5:20,pending,20707
2142,credit_card,2687.79,7/2/2023 15:18,failed,96043
2146,cash,1335.57,11/24/2023 18:47,failed,57544
2153,cash,3009.12,9/9/2023 1:28,pending,13525
2170,insurance,2715.75,3/15/2023 15:43,completed,66107
2174,cash,2296.63,11/22/2023 10:50,refunded,24514
2179,online,15.02,8/19/2023 16:40,completed,5997
2183,insurance,1214.77,10/9/2023 17:09,pending,2361
2185,insurance,1796.98,5/2/2023 2:09,refunded,88079
2187,credit_card,4189.89,8/2/2023 19:12,failed,1807
2194,credit_card,3216.38,3/29/2023 9:34,completed,15734
2230,online,829.38,8/1/2023 8:04,completed,39988
2238,cash,3959.81,10/26/2023 13:08,refunded,99752
2246,insurance,3473.21,7/2/2023 19:21,refunded,91469
2252,credit_card,1853.19,10/22/2023 0:19,refunded,25609
2265,credit_card,929.68,11/28/2023 15:53,refunded,46849
2298,online,4071.58,6/2/2023 6:48,failed,52345
2313,cash,4879.82,8/10/2023 12:08,failed,76681
2337,debit_card,2786.63,8/23/2023 7:04,refunded,60525
2348,debit_card,2265.07,1/3/2023 3:04,refunded,15293
2357,debit_card,3111.94,9/27/2023 5:38,pending,34881
2368,cash,3014.74,9/16/2023 1:53,completed,28974
2389,cash,1450.93,11/28/2023 13:47,completed,81309
2440,debit_card,3129.9,11/16/2023 18:39,completed,95417
2453,cash,4589.38,8/14/2023 14:00,failed,47720
2459,online,195.64,9/19/2023 1:15,refunded,9813
2469,credit_card,1170.82,11/20/2023 7:56,pending,76608
2486,credit_card,707.97,4/11/2023 2:04,refunded,26975
2487,insurance,1543.44,1/12/2023 16:17,refunded,34865
2492,debit_card,3705.5,6/3/2023 14:37,completed,41399
2500,debit_card,1019.03,4/17/2023 11:14,completed,85119
2502,credit_card,4550.85,2/4/2023 17:50,pending,52664
2503,online,2080.55,2/21/2023 19:20,pending,92295
2521,insurance,1761.09,6/16/2023 13:58,pending,66537
2533,insurance,506.26,12/2/2023 11:01,completed,10536
2540,credit_card,1584.58,9/30/2023 15:28,completed,6826
2559,insurance,2209.03,12/27/2023 3:25,pending,47069
2575,debit_card,1671.75,9/30/2023 15:27,failed,34431
2588,credit_card,2344.86,5/24/2023 8:12,refunded,70309
2591,credit_card,4431.15,12/30/2023 6:34,pending,64803
2592,online,3899.07,10/4/2023 1:33,refunded,89201
2594,online,3242.24,8/25/2023 4:27,refunded,62446
2596,insurance,243.49,10/5/2023 8:12,failed,56019
2611,cash,3320.05,5/22/2023 13:43,pending,57997
2625,credit_card,39.45,10/2/2023 20:44,pending,69016
2641,insurance,2686.91,1/6/2023 8:47,failed,71001
2644,credit_card,4535.92,10/15/2023 14:18,refunded,81063
2651,cash,218.45,5/3/2023 23:35,refunded,39722
2676,online,4410.82,2/1/2023 20:26,failed,14970
2678,credit_card,1600.04,4/16/2023 13:55,completed,30957
2691,online,2449.84,9/15/2023 20:39,refunded,90939
2711,credit_card,4159.89,2/6/2023 4:52,completed,98226
2729,debit_card,2770.89,3/6/2023 14:46,pending,34581
2751,insurance,2063.5,10/30/2023 15:30,failed,17988
2758,cash,1237.11,4/23/2023 21:33,refunded,23295
2767,credit_card,3139.8,10/20/2023 1:52,failed,46229
2772,debit_card,4486.25,2/15/2023 21:48,failed,45104
2810,insurance,2186.46,12/5/2023 23:22,pending,3454
2815,online,2832.33,4/17/2023 2:41,completed,8250
2816,cash,2064.36,1/15/2023 11:16,refunded,39967
2826,insurance,451.26,7/19/2023 10:49,completed,44225
2832,online,3916.87,7/29/2023 10:12,completed,75383
2837,cash,3087.03,1/25/2023 4:00,refunded,28564
2838,credit_card,3867.23,3/9/2023 6:28,completed,97596
2859,credit_card,1066.09,2/12/2023 9:23,pending,19978
2874,cash,2874.1,11/28/2023 5:50,failed,36492
2888,debit_card,1503.02,11/14/2023 7:59,completed,30451
2890,debit_card,456.26,8/15/2023 20:36,failed,8311
2898,insurance,730.47,7/23/2023 19:47,pending,73268
2900,insurance,779.79,3/9/2023 16:21,completed,13405
2919,online,769.52,12/10/2023 8:23,completed,17393
2933,debit_card,3552.41,3/8/2023 22:48,refunded,33666
2942,debit_card,2428.46,3/30/2023 16:42,pending,16762
2948,debit_card,2035.26,10/9/2023 0:30,failed,95784
2956,credit_card,1836.89,9/13/2023 20:19,completed,62878
2974,online,1778.82,4/17/2023 17:07,pending,89443
2977,credit_card,4512.29,9/28/2023 10:32,failed,85736
2979,credit_card,3205.99,12/23/2023 4:05,refunded,60686
2992,insurance,1380.96,4/29/2023 7:22,refunded,32760
2995,debit_card,1398.42,11/10/2023 11:49,refunded,2214
3007,cash,1384.87,12/13/2023 18:18,completed,89610
3021,credit_card,3484.91,5/29/2023 0:59,refunded,46268
3027,insurance,2843.27,2/15/2023 12:20,pending,30753
3030,debit_card,4926.45,12/28/2023 1:41,pending,90831
3033,online,1870.4,8/21/2023 8:56,refunded,75937
3037,debit_card,4708.52,2/2/2023 18:40,refunded,51543
3054,cash,4029.62,8/10/2023 10:11,refunded,44429
3066,cash,2700.36,6/14/2023 18:17,completed,56996
3071,insurance,3556.32,4/20/2023 23:37,completed,60149
3080,online,833.65,1/6/2023 21:41,refunded,38769
3091,insurance,1640.44,1/4/2023 17:16,completed,14042
3105,credit_card,3972.56,3/25/2023 8:37,refunded,96059
3109,cash,2856.4,6/9/2023 14:55,completed,95162
3110,cash,2405.29,11/22/2023 18:19,failed,13412
3113,online,3419.29,6/17/2023 3:47,completed,43478
3123,cash,598.2,6/28/2023 19:28,completed,42141
3133,credit_card,1139.07,3/26/2023 19:28,failed,45406
3141,cash,3167.77,12/11/2023 14:40,refunded,27171
3145,cash,1461.74,3/24/2023 12:14,completed,50512
3151,cash,3618.56,5/21/2023 15:26,refunded,82917
3153,cash,2111.27,11/9/2023 21:53,refunded,41599
3154,credit_card,1608.14,9/28/2023 1:09,refunded,41276
3172,online,4884.19,10/8/2023 3:56,failed,22184
3181,online,1495.17,9/7/2023 21:11,refunded,73834
3182,online,985.87,9/30/2023 10:46,failed,82406
3219,online,2934.73,6/25/2023 17:29,pending,38722
3232,debit_card,1305.21,9/10/2023 22:40,refunded,16525
3266,debit_card,1531.57,5/28/2023 6:15,failed,65459
3270,credit_card,4058.43,10/20/2023 18:03,pending,33277
3318,debit_card,3860.59,9/9/2023 16:57,refunded,53860
3329,online,548.98,9/8/2023 4:17,failed,79165
3332,debit_card,1846.16,6/11/2023 14:22,pending,97510
3360,insurance,183.79,6/9/2023 5:18,refunded,82430
3361,debit_card,4196.09,2/21/2023 6:25,failed,63157
3385,online,1662.75,5/1/2023 16:42,pending,61669
3387,cash,4537.58,9/19/2023 19:09,pending,41005
3402,insurance,2028.73,4/14/2023 11:28,refunded,89212
3406,insurance,3338.22,11/28/2023 6:13,failed,98890
3407,credit_card,2129.51,10/18/2023 15:57,failed,28336
3416,insurance,3311.95,4/27/2023 1:42,completed,28707
3418,credit_card,1609.11,5/11/2023 18:30,failed,90196
3427,insurance,2650.4,12/24/2023 4:14,refunded,42959
3442,online,3373.86,2/2/2023 14:54,pending,72642
3445,credit_card,2396.13,5/12/2023 8:47,refunded,75009
3448,debit_card,4238.55,3/20/2023 0:29,completed,6682
3450,online,3798.1,3/20/2023 17:52,refunded,71771
3463,online,2659.83,12/15/2023 12:38,failed,55170
3466,cash,938.37,1/2/2023 15:23,completed,77737
3473,cash,1179.93,10/13/2023 6:52,completed,20987
3480,debit_card,4139.79,8/25/2023 4:24,pending,64022
3492,insurance,3801.26,10/21/2023 10:03,refunded,96558
3493,credit_card,4967.18,5/7/2023 5:48,failed,97861
3515,cash,2581.2,11/5/2023 15:11,completed,86298
3525,credit_card,4605.86,10/6/2023 12:44,completed,81940
3526,online,93.21,8/13/2023 12:12,failed,27694
3527,online,486.93,12/13/2023 21:26,completed,60505
3534,insurance,3233.06,11/27/2023 2:55,refunded,77580
3535,insurance,398.21,12/23/2023 23:21,refunded,29884
3547,credit_card,3838.23,8/24/2023 6:08,pending,44517
3561,cash,2456.76,1/26/2023 20:18,pending,26089
3579,insurance,3277.99,5/27/2023 22:51,pending,62966
3581,online,3280.43,5/19/2023 7:23,completed,63890
3584,cash,3794.63,6/25/2023 10:29,pending,33792
3589,cash,3305.96,2/21/2023 11:34,pending,46631
3595,insurance,424.9,8/18/2023 14:53,pending,86565
3609,cash,106.28,2/11/2023 8:18,refunded,94164
3624,debit_card,2362.21,10/19/2023 5:08,completed,74459
3626,insurance,1907.62,3/12/2023 2:36,completed,95223
3651,credit_card,4379.6,8/19/2023 1:27,refunded,96760
3655,insurance,4701.59,11/21/2023 1:49,completed,70770
3664,debit_card,1302.79,4/7/2023 12:58,completed,41423
3665,debit_card,3571.35,1/18/2023 4:24,failed,39707
3666,credit_card,4389.41,4/14/2023 3:58,refunded,15745
3668,credit_card,3122.67,5/17/2023 2:03,completed,94210
3672,credit_card,3054.12,1/12/2023 21:24,refunded,85344
3680,cash,1104.51,10/23/2023 16:26,refunded,98664
3692,credit_card,4797.83,11/8/2023 7:33,refunded,71395
3697,cash,522.19,9/14/2023 1:21,refunded,46095
3719,cash,679.06,9/23/2023 9:02,pending,33228
3742,online,793.32,3/1/2023 16:55,refunded,21808
3744,debit_card,2668.4,1/13/2023 19:06,refunded,46771
3761,insurance,582.73,6/29/2023 22:15,completed,42600
3767,debit_card,708.16,7/6/2023 23:38,completed,15535
3769,insurance,563.62,9/28/2023 23:36,failed,15544
3771,cash,3565.53,4/16/2023 15:07,completed,34314
3772,insurance,3398.41,10/3/2023 17:14,pending,13611
3774,online,3647.28,5/20/2023 20:07,completed,65403
3777,debit_card,4263.88,6/12/2023 4:16,failed,85381
3784,insurance,4426.15,1/30/2023 12:10,pending,92760
3794,credit_card,84.15,1/17/2023 17:46,completed,7355
3800,insurance,1399.81,6/21/2023 8:20,failed,88538
3819,debit_card,475.28,4/5/2023 1:21,pending,36408
3826,insurance,1359.47,9/26/2023 9:49,pending,25863
3828,credit_card,4428.09,2/16/2023 10:56,failed,9540
3840,insurance,1735.29,11/23/2023 1:24,refunded,36822
3843,credit_card,4732.37,12/3/2023 10:29,completed,93137
3860,credit_card,342.68,10/31/2023 0:58,pending,62707
3875,debit_card,4237.52,7/29/2023 8:24,refunded,84647
3883,cash,1229.95,8/19/2023 19:41,refunded,59054
3888,insurance,977.72,8/2/2023 4:12,completed,62638
3890,cash,742.96,3/14/2023 11:32,completed,37237
3895,credit_card,3342.62,2/6/2023 6:08,refunded,6927
3918,debit_card,2038.82,8/30/2023 12:56,pending,47232
3930,debit_card,59.57,7/14/2023 10:24,pending,89949
3934,credit_card,1893.53,7/21/2023 21:47,pending,18664
3935,online,2031.29,1/22/2023 19:34,completed,31902
3943,online,172.32,5/23/2023 15:36,failed,20593
3956,debit_card,1668.85,2/23/2023 11:12,pending,18517
3969,cash,3783.34,7/1/2023 6:51,failed,82203
3976,credit_card,1860.68,8/15/2023 10:30,pending,70462
3977,credit_card,4766.72,1/31/2023 10:37,completed,21616
3988,credit_card,2138.35,11/11/2023 4:47,failed,61709
4000,insurance,1991.51,8/22/2023 15:57,pending,22795
4014,insurance,240.59,5/15/2023 9:43,pending,77443
4018,insurance,4424.3,2/3/2023 9:35,pending,69531
4039,debit_card,3973.31,6/22/2023 12:45,pending,69922
4044,online,1964.09,10/17/2023 16:48,pending,28905
4060,credit_card,3446.3,7/27/2023 13:30,pending,63501
4073,debit_card,1180.18,12/13/2023 13:30,pending,59270
4074,online,1853.09,7/6/2023 19:07,pending,70703
4080,cash,1547.55,9/26/2023 4:56,refunded,47263
4082,debit_card,3028.98,1/23/2023 3:22,completed,62781
4085,cash,397.9,5/4/2023 10:50,refunded,49183
4087,insurance,3320.65,3/27/2023 15:04,failed,92041
4089,debit_card,138.04,8/14/2023 10:00,refunded,35944
4093,cash,1197.82,2/11/2023 3:09,pending,98319
4096,cash,786.15,12/3/2023 6:22,refunded,54772
4103,debit_card,3204.92,7/17/2023 2:58,failed,45587
4105,insurance,4190.21,12/26/2023 13:30,pending,49844
4117,credit_card,2038.01,11/9/2023 21:46,refunded,9287
4121,cash,2650.89,12/2/2023 13:53,refunded,67768
4125,insurance,2262.57,1/6/2023 8:41,refunded,85371
4127,cash,369.32,2/12/2023 21:46,failed,94904
4145,cash,3914.03,4/9/2023 19:48,completed,11376
4151,debit_card,3509.46,5/10/2023 14:17,completed,94903
4159,debit_card,1566.33,4/15/2023 12:01,refunded,23590
4160,debit_card,1512.66,2/16/2023 12:59,failed,11415
4165,credit_card,2531.72,1/11/2023 20:18,pending,28657
4170,debit_card,973.47,7/27/2023 20:21,pending,50934
4183,insurance,592.73,6/12/2023 12:32,pending,44949
4190,insurance,3392.71,10/21/2023 16:20,failed,44267
4202,cash,4682.93,10/28/2023 20:05,failed,79084
4209,online,3975.53,8/8/2023 22:03,refunded,22751
4229,credit_card,3423.21,8/29/2023 11:51,failed,74883
4239,cash,223.28,4/18/2023 11:28,failed,20831
4242,cash,1595.26,3/29/2023 11:34,completed,11146
4244,insurance,939.7,8/9/2023 6:06,failed,89006
4250,insurance,706.44,8/31/2023 18:52,pending,79073
4251,cash,4277.51,12/8/2023 13:29,pending,27506
4273,online,296.48,9/29/2023 17:23,failed,73272
4277,debit_card,3944.96,9/1/2023 1:06,pending,55134
4282,cash,2359.3,1/6/2023 15:40,refunded,20103
4288,debit_card,2883.04,9/9/2023 6:17,refunded,28477
4334,online,770.45,6/16/2023 3:32,failed,47235
4339,cash,863.25,10/6/2023 15:13,refunded,87147
4359,credit_card,1417.53,1/22/2023 14:15,completed,63818
4360,online,942.59,5/3/2023 20:03,failed,4784
4373,cash,4842.31,7/30/2023 23:09,failed,95991
4433,credit_card,4978.51,11/2/2023 10:06,completed,9742
4471,insurance,3036.35,11/1/2023 1:52,failed,31172
4484,debit_card,1666.76,11/19/2023 21:18,pending,97619
4485,credit_card,820.6,9/25/2023 12:31,refunded,53432
4501,credit_card,2823.9,8/6/2023 23:49,failed,40487
4506,insurance,1192.14,9/8/2023 20:54,refunded,96290
4514,credit_card,2783.14,11/21/2023 22:31,refunded,69769
4522,debit_card,4417.76,12/2/2023 9:56,pending,47371
4526,online,760.2,8/23/2023 6:40,pending,42469
4546,cash,3011.99,8/31/2023 6:16,refunded,45068
4552,cash,3094.78,10/22/2023 10:41,completed,31573
4562,insurance,1929.48,11/3/2023 7:06,completed,86798
4570,cash,1268.09,1/2/2023 7:53,refunded,2215
4588,online,3545.42,1/31/2023 19:09,failed,16346
4606,credit_card,3940.8,1/12/2023 13:47,failed,30991
4613,online,977.34,7/25/2023 3:56,completed,9689
4635,cash,4333.3,7/21/2023 5:49,pending,93588
4645,insurance,327.57,3/12/2023 0:58,pending,68922
4660,insurance,2307.85,8/24/2023 0:25,pending,63110
4666,cash,1143.35,6/30/2023 18:16,refunded,29523
4670,cash,4611.21,12/12/2023 12:03,completed,82219
4692,credit_card,4487.22,9/11/2023 1:58,failed,57855
4701,debit_card,4747.94,12/22/2023 23:01,pending,91533
4719,insurance,2714.46,3/18/2023 0:23,refunded,76380
4726,insurance,1451.01,5/11/2023 22:41,completed,85854
4730,credit_card,261.86,2/3/2023 4:48,completed,79717
4733,cash,3899.39,8/19/2023 19:00,completed,6646
4735,cash,1948.6,6/29/2023 14:24,failed,74923
4757,credit_card,4156.27,12/23/2023 9:57,failed,47785
4763,cash,35.92,12/29/2023 23:17,failed,52034
