disease_id,disease_name
72420,Epilepsy
19410,Obesity
56333,Hypothyroidism
16704,Stroke
5482,Hypothyroidism
40404,Hypertension
47795,Diabetes
5229,Epilepsy
46898,Heart Disease
27535,Heart Disease
89399,Hypertension
32706,Hypertension
87416,Cancer
13473,Arthritis
46357,Cancer
73385,COPD
53264,Asthma
81351,Hypothyroidism
98235,Obesity
20257,Hypothyroidism
31029,Hypertension
21299,Hypothyroidism
23206,Arthritis
54040,Obesity
3248,COPD
23509,Asthma
96542,Epilepsy
43540,Anemia
53964,Cancer
87806,Osteoporosis
96345,COPD
32527,Heart Disease
34970,Stroke
20866,Kidney Disease
91917,Cancer
14168,Diabetes
50140,Kidney Disease
5075,Anemia
61694,Cancer
29154,COPD
26158,Hypothyroidism
60332,Kidney Disease
45830,Hypertension
40001,Hypothyroidism
29831,Asthma
29219,COPD
3101,Hypertension
86511,Hypothyroidism
25313,Hypertension
52227,Osteoporosis
43025,Cancer
36517,Asthma
9099,COPD
36585,COPD
46025,Heart Disease
84080,Arthritis
66768,Osteoporosis
52386,Obesity
89065,Arthritis
70282,Kidney Disease
43404,Kidney Disease
3617,Anemia
15118,COPD
34237,Cancer
23405,Epilepsy
76099,COPD
34795,Hypothyroidism
5014,Hypothyroidism
14208,Anemia
78193,Diabetes
56959,Hypertension
45309,Kidney Disease
95491,Depression
41114,Anemia
57199,COPD
79457,Diabetes
67033,Diabetes
15157,Obesity
50488,Stroke
75574,Asthma
24914,Kidney Disease
33386,COPD
5817,Asthma
92901,Osteoporosis
57154,Epilepsy
221,Cancer
68146,Osteoporosis
70575,Depression
90027,Cancer
94297,Diabetes
97248,Hypertension
96605,Hypertension
87900,Hypothyroidism
25825,Osteoporosis
47739,Hypothyroidism
56531,Asthma
9171,Cancer
87062,Diabetes
43279,Anemia
81678,Obesity
41145,Heart Disease
16334,Cancer
94339,Asthma
39363,Depression
66469,Asthma
40538,Diabetes
87410,COPD
53528,Obesity
42753,Hypothyroidism
52743,Hypothyroidism
91384,Stroke
38752,Anemia
72667,Diabetes
16683,Hypothyroidism
25144,Obesity
55108,Arthritis
87153,Kidney Disease
49695,Arthritis
88777,Kidney Disease
98059,Hypertension
22810,Obesity
80676,Stroke
74593,Cancer
39446,Hypothyroidism
53225,Anemia
71819,Depression
53,Heart Disease
39829,Osteoporosis
37606,Asthma
27549,Hypothyroidism
56346,Hypothyroidism
76019,Arthritis
79516,Anemia
85813,Asthma
42237,Stroke
60946,Stroke
57905,Asthma
57954,Hypothyroidism
88555,Depression
28010,Diabetes
67000,Asthma
62021,Osteoporosis
96463,Hypothyroidism
22241,Obesity
86356,Stroke
11114,Hypothyroidism
37196,Depression
67561,Stroke
87012,Kidney Disease
82960,Anemia
81167,Osteoporosis
43933,Stroke
12240,Arthritis
98453,COPD
30784,Asthma
88184,Stroke
40687,Osteoporosis
29444,Hypertension
26100,Depression
19313,Anemia
3201,Diabetes
6057,Anemia
32092,Epilepsy
62277,Arthritis
80120,Arthritis
9545,Anemia
59692,Hypothyroidism
54321,Epilepsy
82544,Obesity
75454,COPD
25485,Anemia
94155,Stroke
91272,Anemia
50328,Arthritis
64799,Arthritis
52383,Diabetes
31979,Kidney Disease
19342,Arthritis
85990,Depression
90128,Obesity
726,COPD
98430,Anemia
13970,Hypertension
55724,Stroke
28683,COPD
23053,Obesity
91214,Kidney Disease
67889,Cancer
60889,Depression
6582,Kidney Disease
73060,Anemia
32662,Cancer
15906,Obesity
59829,Diabetes
17477,Hypertension
60901,Hypothyroidism
87500,COPD
69616,Asthma
73259,Heart Disease
78047,COPD
41588,Diabetes
98992,Hypertension
58008,Heart Disease
80301,Depression
94276,Obesity
66162,Osteoporosis
55933,Stroke
71810,Obesity
58446,Depression
20861,Heart Disease
97472,Cancer
62216,Hypertension
58991,Depression
33972,Hypothyroidism
98536,Heart Disease
32406,Arthritis
83579,COPD
36347,Diabetes
68327,Osteoporosis
63517,Depression
82149,Diabetes
31358,Cancer
35992,Hypothyroidism
57654,Stroke
10155,Cancer
93525,Kidney Disease
37450,Osteoporosis
30735,Osteoporosis
35614,Osteoporosis
44020,Kidney Disease
41904,Arthritis
70798,Obesity
10561,Depression
18136,Hypertension
19769,Kidney Disease
30311,Hypothyroidism
50205,Obesity
90957,Heart Disease
20028,Obesity
92591,Kidney Disease
28043,Anemia
8418,Hypertension
54377,Osteoporosis
53424,Hypothyroidism
43369,COPD
71121,Cancer
61069,COPD
54496,Kidney Disease
8161,Depression
27110,Obesity
55069,Depression
51049,Osteoporosis
76556,COPD
91163,Cancer
2560,Asthma
75456,Arthritis
49857,Depression
62518,Kidney Disease
772,Depression
46105,Kidney Disease
39139,Osteoporosis
98759,Hypothyroidism
51116,Asthma
54921,Heart Disease
70545,Heart Disease
97978,COPD
96289,Depression
71582,Cancer
79069,Anemia
28906,Diabetes
63993,COPD
28760,COPD
35774,Arthritis
57125,Depression
63654,Stroke
3804,Heart Disease
50968,Heart Disease
44057,Kidney Disease
87670,Obesity
89016,Epilepsy
52994,Epilepsy
94919,Epilepsy
21632,Kidney Disease
61261,Arthritis
16728,Cancer
81560,Epilepsy
70008,Stroke
3534,Hypothyroidism
51645,Stroke
77580,Osteoporosis
73975,Asthma
86900,Kidney Disease
3552,Hypertension
11003,COPD
84246,Cancer
56179,Kidney Disease
17786,Kidney Disease
60515,Heart Disease
23819,Obesity
6590,Hypertension
34099,Anemia
49689,Stroke
42906,Arthritis
27742,Kidney Disease
59598,COPD
42840,Arthritis
44236,Stroke
99775,Arthritis
49692,Asthma
36471,Diabetes
98567,Diabetes
55255,Arthritis
33065,Epilepsy
10735,Heart Disease
61644,Anemia
2540,Stroke
98176,Hypertension
70702,Epilepsy
6826,Depression
45870,Hypothyroidism
29389,Kidney Disease
85215,Heart Disease
8993,Arthritis
85426,Osteoporosis
5276,Osteoporosis
98858,Depression
4067,Epilepsy
32411,Depression
26130,Arthritis
2671,Asthma
81439,Kidney Disease
19973,Osteoporosis
31266,Diabetes
16544,Hypothyroidism
62070,Stroke
87747,Anemia
14993,Stroke
73920,Hypothyroidism
28569,Hypertension
60952,Stroke
91680,Depression
33586,Arthritis
48351,Asthma
21992,Stroke
79415,Osteoporosis
79593,Cancer
98032,Epilepsy
94156,Diabetes
15012,Cancer
21465,Arthritis
40768,Hypothyroidism
75849,Anemia
3365,Hypertension
40888,Epilepsy
75470,Asthma
88781,Stroke
49192,Epilepsy
51990,Kidney Disease
93718,Cancer
25995,Cancer
9961,Heart Disease
77607,Obesity
90520,Stroke
82213,Hypothyroidism
31830,Epilepsy
13356,Heart Disease
91382,Anemia
39529,Osteoporosis
89687,Hypothyroidism
78697,Cancer
15866,Depression
74177,Anemia
5383,Hypothyroidism
45508,Cancer
69827,Epilepsy
56148,Hypothyroidism
86706,Asthma
48571,Osteoporosis
9038,Anemia
66317,Epilepsy
84874,Epilepsy
44725,COPD
1658,Stroke
55057,Arthritis
64251,Anemia
13833,Kidney Disease
56822,COPD
47472,Stroke
83307,Stroke
60258,Cancer
92708,Epilepsy
20052,Kidney Disease
57080,Arthritis
23086,COPD
96180,Epilepsy
68386,Hypertension
85256,Osteoporosis
35400,COPD
80728,Arthritis
70539,COPD
63372,Obesity
60931,Obesity
57091,Hypothyroidism
95817,Cancer
77656,Hypertension
35179,Asthma
42245,Asthma
32177,Arthritis
11359,Depression
36559,Osteoporosis
59087,Asthma
31963,Osteoporosis
98366,Arthritis
60910,Hypertension
74691,Depression
79997,Depression
87580,Obesity
49674,Cancer
44092,Epilepsy
3761,Depression
64789,Diabetes
42600,Arthritis
23834,Anemia
63904,Depression
27802,Depression
46507,Hypothyroidism
33862,Stroke
44608,Heart Disease
36655,Osteoporosis
78139,Diabetes
91905,Anemia
36211,Hypothyroidism
72848,Stroke
1330,Heart Disease
67715,Depression
25042,Epilepsy
11221,Diabetes
31635,Obesity
94381,COPD
53271,Stroke
64038,Depression
72768,Anemia
99374,Hypothyroidism
31499,Anemia
90519,Depression
62402,Cancer
84659,Osteoporosis
93302,Osteoporosis
64332,Cancer
58743,Stroke
2260,Heart Disease
12196,Hypothyroidism
38566,Arthritis
29045,Epilepsy
53005,Arthritis
90673,COPD
31890,Depression
40135,Epilepsy
87026,Diabetes
76225,Depression
48368,Obesity
62031,Kidney Disease
72544,Kidney Disease
69588,Stroke
45056,Depression
55771,Osteoporosis
97771,Asthma
72140,Anemia
43357,Epilepsy
46112,Hypothyroidism
92124,Asthma
59473,Heart Disease
35509,Cancer
40189,Diabetes
32951,Hypothyroidism
30217,Depression
15814,Heart Disease
94540,Heart Disease
25242,Kidney Disease
41359,Diabetes
15670,Hypertension
97370,Kidney Disease
70236,Depression
99901,Asthma
90461,Anemia
24267,Epilepsy
25105,Asthma
28361,Diabetes
96810,COPD
63464,Depression
36241,Obesity
94972,Arthritis
77278,Epilepsy
99641,Obesity
68765,Obesity
78222,Stroke
37093,Hypothyroidism
13176,Depression
25443,COPD
38829,Stroke
29816,Anemia
47301,Depression
23519,COPD
39618,Anemia
1854,Hypertension
92801,Epilepsy
16591,Diabetes
35954,Osteoporosis
5965,Cancer
7146,Diabetes
72529,Obesity
38290,Arthritis
91411,Kidney Disease
16551,Hypertension
83606,Stroke
98669,Kidney Disease
64340,Diabetes
13446,Stroke
1607,Diabetes
75243,Arthritis
37268,Arthritis
61524,Anemia
62746,Diabetes
57733,Heart Disease
44657,Asthma
24164,Arthritis
6734,Asthma
33092,Epilepsy
62616,Kidney Disease
14953,Hypertension
8564,Heart Disease
52521,Arthritis
64454,Epilepsy
9710,Osteoporosis
75631,COPD
82502,Stroke
89974,Obesity
7026,Asthma
19887,Heart Disease
19555,Heart Disease
73772,Osteoporosis
39824,Osteoporosis
11164,Hypertension
32530,Stroke
15525,Anemia
73147,Asthma
54548,COPD
79471,Hypertension
78135,Heart Disease
81057,Diabetes
29581,Hypothyroidism
68494,COPD
49856,Heart Disease
59049,Kidney Disease
58028,Hypothyroidism
38974,Depression
77139,Depression
56207,Osteoporosis
40026,Arthritis
74531,Hypertension
81399,Heart Disease
7894,Osteoporosis
79905,Anemia
97004,Kidney Disease
13006,Arthritis
99973,Hypertension
27235,Osteoporosis
81987,Stroke
27659,COPD
34687,Anemia
86563,Kidney Disease
10641,Heart Disease
20585,Stroke
31439,Hypertension
22782,Stroke
72350,Heart Disease
9838,Stroke
20517,Diabetes
350,Obesity
53545,Cancer
59048,Depression
90357,Kidney Disease
77832,Obesity
61592,Hypertension
38175,Cancer
4278,Kidney Disease
30340,Obesity
37762,Diabetes
92662,Anemia
37056,Depression
92141,Anemia
59510,Epilepsy
9329,Hypertension
90096,Depression
30595,Obesity
34675,Kidney Disease
81927,Hypothyroidism
77304,Anemia
86662,Epilepsy
25928,Osteoporosis
55723,Asthma
15043,Depression
71376,Asthma
29466,Osteoporosis
84886,Cancer
19528,Kidney Disease
34816,COPD
18643,Heart Disease
9359,Stroke
7816,Hypothyroidism
21747,Cancer
40319,Stroke
77993,Epilepsy
98167,Epilepsy
74607,Depression
37828,Anemia
57560,Osteoporosis
16299,Heart Disease
61433,COPD
90266,Obesity
39857,Anemia
91715,Arthritis
52757,Anemia
35683,Hypothyroidism
65597,Hypertension
70776,COPD
64722,Hypothyroidism
57377,Epilepsy
10543,Arthritis
78385,Stroke
5224,Epilepsy
56626,Heart Disease
96276,Heart Disease
42247,Kidney Disease
79129,Depression
32816,Obesity
3390,Diabetes
11970,Epilepsy
30005,Anemia
88381,Obesity
75392,Asthma
76955,Epilepsy
2719,Arthritis
88117,Obesity
35325,Stroke
75529,COPD
5273,Obesity
99125,COPD
22962,Hypothyroidism
61669,Heart Disease
68021,Osteoporosis
85394,Hypothyroidism
57963,COPD
36458,Cancer
23788,Diabetes
76720,Cancer
57132,Arthritis
83202,Hypertension
64451,Arthritis
11959,Osteoporosis
61605,Depression
45607,Epilepsy
53523,Cancer
43687,Stroke
42081,Arthritis
87835,Osteoporosis
13710,Epilepsy
21079,Kidney Disease
43228,Osteoporosis
53955,Epilepsy
90921,Epilepsy
64942,Stroke
37777,Diabetes
86846,Hypertension
52488,COPD
99680,Arthritis
72102,Depression
4809,Osteoporosis
59614,Arthritis
11542,COPD
41224,Kidney Disease
33082,Heart Disease
42372,Obesity
15194,Epilepsy
52976,Cancer
67449,Cancer
150,Obesity
86200,Depression
71118,Osteoporosis
60552,Cancer
54165,Obesity
7104,Obesity
24586,Osteoporosis
67952,Epilepsy
47419,COPD
81609,COPD
99148,COPD
65338,Arthritis
81973,Hypertension
57939,Osteoporosis
99613,Arthritis
6764,Obesity
26680,Hypertension
35003,Osteoporosis
71987,Cancer
17172,Stroke
37752,Osteoporosis
57424,Asthma
91521,Arthritis
63532,Arthritis
15915,Osteoporosis
3783,Epilepsy
82578,COPD
79806,Osteoporosis
31365,Heart Disease
93032,Stroke
20758,Cancer
40730,Heart Disease
72199,COPD
1792,Hypertension
72384,Anemia
53476,Arthritis
12217,COPD
14871,Arthritis
60482,Obesity
15396,Asthma
84896,COPD
20181,Diabetes
65323,Osteoporosis
93926,Cancer
38254,Asthma
66698,COPD
92459,Diabetes
35838,Diabetes
54459,Cancer
63242,COPD
61894,Osteoporosis
31946,Asthma
59871,Kidney Disease
72255,Anemia
18958,Stroke
50277,Epilepsy
24983,Hypertension
78561,Anemia
66616,Diabetes
97818,Heart Disease
17892,COPD
9150,Epilepsy
36208,Epilepsy
54387,Epilepsy
44548,Obesity
66550,Asthma
35018,Diabetes
336,COPD
37072,Anemia
95164,Epilepsy
39132,Hypertension
76931,Anemia
76011,Hypertension
86499,Depression
64178,Epilepsy
19476,Hypertension
58529,Heart Disease
70592,Kidney Disease
63483,Kidney Disease
45236,Diabetes
43573,Asthma
72340,Asthma
99991,Stroke
71228,Heart Disease
49441,COPD
59682,Hypertension
42176,Arthritis
24727,Hypertension
91422,Cancer
31300,Stroke
74946,Depression
50196,Heart Disease
30613,Heart Disease
53841,Stroke
5720,Heart Disease
41704,Arthritis
97609,Stroke
92435,Cancer
49968,Depression
50604,Epilepsy
86991,Hypothyroidism
85461,Epilepsy
19936,COPD
64923,Anemia
4852,Heart Disease
16547,Depression
65836,COPD
77356,Heart Disease
43515,Heart Disease
13154,Diabetes
57711,Heart Disease
13069,Osteoporosis
68937,Hypertension
59890,Stroke
2011,Arthritis
94692,Kidney Disease
18894,Arthritis
53736,COPD
85823,Kidney Disease
20232,Hypertension
9807,Asthma
61537,Arthritis
34737,Asthma
44375,Cancer
81691,Hypertension
90794,Asthma
52098,Diabetes
85175,Depression
10527,Epilepsy
43065,Osteoporosis
88389,Heart Disease
69942,Epilepsy
49808,COPD
41505,Diabetes
82155,Arthritis
94203,COPD
99536,Osteoporosis
63956,COPD
70912,Osteoporosis
4705,Anemia
80931,Epilepsy
8968,Hypertension
30771,Kidney Disease
82727,Arthritis
89705,Hypothyroidism
37667,COPD
29817,Stroke
97880,Stroke
11846,Kidney Disease
56881,Heart Disease
12903,Kidney Disease
99663,Stroke
83066,Hypothyroidism
92260,Arthritis
13173,Depression
58153,Hypertension
21805,Cancer
90964,Arthritis
39251,Kidney Disease
3794,Asthma
6028,Hypothyroidism
42516,COPD
7355,Anemia
38452,Asthma
46984,Hypertension
49131,Diabetes
56450,Asthma
19080,Stroke
32007,COPD
69621,Heart Disease
54008,Osteoporosis
89364,Anemia
23600,Heart Disease
22280,Hypothyroidism
22946,COPD
10350,Epilepsy
79887,Hypertension
81226,Epilepsy
89539,Osteoporosis
31566,COPD
65230,Osteoporosis
76435,Depression
18758,COPD
30433,Cancer
60443,Cancer
83611,Epilepsy
33289,Epilepsy
60236,Hypertension
33466,Heart Disease
87404,Diabetes
1231,Hypothyroidism
60981,Depression
37700,Osteoporosis
88815,Obesity
71643,Heart Disease
20706,COPD
9681,Diabetes
57898,Hypertension
45293,Arthritis
77014,Kidney Disease
39210,Anemia
83746,Anemia
55615,Heart Disease
90480,Heart Disease
32780,Diabetes
59878,Stroke
39599,Kidney Disease
26111,Anemia
50422,COPD
63335,Heart Disease
13979,Diabetes
31091,Stroke
49986,Stroke
74963,Asthma
47049,Epilepsy
75341,Cancer
38780,Kidney Disease
91655,Epilepsy
38696,Hypothyroidism
2875,COPD
86275,Asthma
51879,Heart Disease
35976,Depression
1061,Kidney Disease
89889,Anemia
97605,Epilepsy
6428,Hypertension
79482,Epilepsy
97671,Obesity
65107,Depression
37512,Obesity
30162,Obesity
79569,Kidney Disease
46179,Hypertension
28705,Anemia
83442,Asthma
24920,Obesity
81381,Depression
32850,Osteoporosis
88835,Epilepsy
99035,COPD
94493,Kidney Disease
86400,Depression
89241,Anemia
17927,Stroke
82345,Cancer
12735,Diabetes
82242,Epilepsy
84717,Hypertension
5167,Obesity
40492,COPD
57779,Obesity
4373,Hypertension
75965,Stroke
47823,Depression
95991,Anemia
17224,Cancer
11813,Anemia
38680,Diabetes
42823,Kidney Disease
97973,Anemia
54460,Cancer
23021,Epilepsy
26318,Depression
17322,Diabetes
70701,Arthritis
47953,Cancer
69579,Obesity
65771,Heart Disease
35720,Stroke
21567,Epilepsy
33681,Kidney Disease
63156,Epilepsy
38684,Stroke
97853,Diabetes
44396,Arthritis
15095,COPD
61385,Cancer
9869,Asthma
18449,Hypothyroidism
98848,COPD
29571,Epilepsy
88647,Hypothyroidism
94924,Osteoporosis
88395,Epilepsy
52089,Hypertension
73048,Diabetes
47942,Kidney Disease
11836,Heart Disease
51717,Stroke
1824,Arthritis
34663,Osteoporosis
70329,Asthma
16199,COPD
59609,Cancer
48311,Diabetes
88188,Cancer
98174,Depression
88125,Hypertension
34362,Arthritis
76619,Anemia
49941,Hypothyroidism
83695,Hypertension
48689,Epilepsy
14201,Hypertension
88452,Kidney Disease
30647,Anemia
61797,Asthma
3280,Epilepsy
81205,Hypothyroidism
73584,Osteoporosis
42992,COPD
79964,Cancer
29015,Osteoporosis
84889,COPD
8285,Depression
83283,Anemia
60852,Epilepsy
91891,Epilepsy
39608,Arthritis
85097,Epilepsy
53516,Cancer
15292,Asthma
18320,Depression
5943,Arthritis
4877,Hypothyroidism
39893,Heart Disease
64569,Cancer
15220,Osteoporosis
12739,Hypothyroidism
30775,Asthma
70457,Anemia
17781,Hypertension
50940,COPD
59459,Stroke
48629,Stroke
87881,Anemia
97404,Depression
91289,Obesity
70804,Hypothyroidism
54935,Stroke
76983,Cancer
97290,COPD
95236,Anemia
20253,Diabetes
54379,COPD
85841,Osteoporosis
12978,COPD
64139,Anemia
80694,Heart Disease
53492,Heart Disease
36666,Kidney Disease
4288,Epilepsy
90476,Anemia
48566,Asthma
28477,Epilepsy
58115,Cancer
58287,Epilepsy
30947,Obesity
47537,Obesity
13022,Cancer
89873,Stroke
48147,Cancer
71364,Depression
84518,Epilepsy
47012,Hypothyroidism
7936,Obesity
52184,Anemia
36160,Arthritis
24878,Osteoporosis
16011,Arthritis
59600,Heart Disease
12015,Depression
86870,Arthritis
27801,Anemia
84109,Stroke
83819,Depression
78269,Diabetes
2799,Obesity
6629,Osteoporosis
43713,Epilepsy
31925,Osteoporosis
16505,Hypothyroidism
74000,Stroke
26896,Depression
8992,Depression
72641,Kidney Disease
27152,Stroke
76858,Anemia
28305,Kidney Disease
30539,Asthma
43064,Epilepsy
19340,Diabetes
78116,Asthma
371,Cancer
36342,Heart Disease
18964,Obesity
17038,Anemia
